item,Titre,et,createur,AnneeCreation,image,coord 2
http://www.wikidata.org/entity/Q58807567,la France moderne,la France moderne-Gustave Michel,Gustave Michel,,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20Alexandre%20III%20%40%20Paris%20%2831696255242%29.jpg,
http://www.wikidata.org/entity/Q3209234,La France renaissante,La France renaissante-Holger Wederkinch,Holger Wederkinch,1930,http://commons.wikimedia.org/wiki/Special:FilePath/La%20France%20renaissante%20avec%20metro%20ligne%206.jpg,"48.8558, 2.28783"
http://www.wikidata.org/entity/Q16941383,La Fraternité,La Fraternité-Léopold Morice,Léopold Morice,1883,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20of%20Fraternity%20%28Monument%20to%20the%20Republic%29%202010-03-23%2003.jpg,"48.867544, 2.363867"
http://www.wikidata.org/entity/Q3209497,La Grande Fenêtre,La Grande Fenêtre-Agustín Cárdenas,Agustín Cárdenas,1974,,"48.848, 2.36046"
http://www.wikidata.org/entity/Q23638021,La Grande Fontaine,La Grande Fontaine-Katinka Bock,Katinka Bock,,,"48.8984, 2.3703"
http://www.wikidata.org/entity/Q23448563,La Grande Voile,La Grande Voile-Pierre Manoli,Pierre Manoli,,,"48.841, 2.321"
http://www.wikidata.org/entity/Q23638015,La Grille,La Grille-Pascal Pinaud,Pascal Pinaud,,http://commons.wikimedia.org/wiki/Special:FilePath/Route%20des%20Petits-Ponts%20%28Paris%29%20-%2003.jpg,"48.8906, 2.3982"
http://www.wikidata.org/entity/Q23646422,La Grisette de 1830,La Grisette de 1830-Jean-Bernard Descomps,Jean-Bernard Descomps,1911,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Grisette%20de%201830.%20Paris%20R%C3%A9publique%20%287617205604%29.jpg,"48.8686, 2.3674"
http://www.wikidata.org/entity/Q23593343,La Jeunesse,La Jeunesse-Alexandre Descatoire,Alexandre Descatoire,1937,,
http://www.wikidata.org/entity/Q23593437,La Jeunesse,La Jeunesse-Pierre-Marie Poisson,Pierre-Marie Poisson,1937,,
http://www.wikidata.org/entity/Q23593367,La Joie de Vivre,La Joie de Vivre-Léon-Ernest Drivier,Léon-Ernest Drivier,1937,,
http://www.wikidata.org/entity/Q23459704,La Liberté éclairant le monde,La Liberté éclairant le monde-Auguste Bartholdi,Auguste Bartholdi,,http://commons.wikimedia.org/wiki/Special:FilePath/Maquette%20de%20la%20Statue%20de%20Libert%C3%A9%20-%202.JPG,"48.8498, 2.2831"
http://www.wikidata.org/entity/Q23640092,La Loi,La Loi-Jean-Jacques Feuchère,Jean-Jacques Feuchère,1852,http://commons.wikimedia.org/wiki/Special:FilePath/Colloque%20wikimedia%20d%C3%A9cembre%202010%20-%20image%20d%27illustration%20-%20011.JPG,"48.8606, 2.3183"
http://www.wikidata.org/entity/Q23313167,La Mahone,La Mahone-Jean Amado,Jean Amado,,,"48.8384, 2.442"
http://www.wikidata.org/entity/Q23608150,La Mer,La Mer-Boris Lejeune,Boris Lejeune,1988,,"48.8843, 2.2959"
http://www.wikidata.org/entity/Q18191158,La Messagère,La Messagère-Gabriel Forestier,Gabriel Forestier,,,"48.848, 2.3344"
http://www.wikidata.org/entity/Q23638034,La Moisson,La Moisson-Léon Deschamps,Léon Deschamps,1933,http://commons.wikimedia.org/wiki/Special:FilePath/14%20juillet%202016%2C%20place%20Rhin%20et%20Danube%2C%20Paris%202016.jpg,"48.882, 2.3931"
http://www.wikidata.org/entity/Q23313192,La Montagne,La Montagne-Vito Tongiani,Vito Tongiani,,,"48.8387, 2.446"
http://www.wikidata.org/entity/Q23418739,La Mort du Lion,La Mort du Lion-Edmond Desca,Edmond Desca,1929,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%202012%20-%20La%20Mort%20du%20lion%20%285%29.jpg,"48.8239, 2.3381"
http://www.wikidata.org/entity/Q23448433,La Naissance des formes,La Naissance des formes-Ossip Zadkine,Ossip Zadkine,,,"48.8395, 2.33"
http://www.wikidata.org/entity/Q23459752,La Navigation,La Navigation-Jean-Antoine Injalbert,Jean-Antoine Injalbert,1896,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20mirabeau%20injalbert%20navigation.jpg,"48.8468, 2.2749"
http://www.wikidata.org/entity/Q23383295,Lanterne sphérique,Lanterne sphérique-L'Œuf centre d'études,L'Œuf centre d'études,1968,,"48.8296, 2.3705"
http://www.wikidata.org/entity/Q18199068,La Nuit,La Nuit-Charles Gumery,Charles Gumery,,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Nuit%2C%20Jardin%20Marco-Polo%2C%20Paris%20001.jpg,"48.844, 2.337"
http://www.wikidata.org/entity/Q18191159,La Peinture,La Peinture-Jean-Paul-Paschal Franceschi,Jean-Paul-Paschal Franceschi,,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Peinture%2C%20Paris%2015%20April%202017.jpg,"48.8482, 2.3349"
http://www.wikidata.org/entity/Q3211751,La Pluie de citations,La Pluie de citations-Antoine Grumbach,Antoine Grumbach,1998,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9daillon%20de%20citation%20de%20Benjamin%2C%20m%C3%A9tro%20de%20Paris%20ligne%2014%2C%20station%20Biblioth%C3%A8que%20Fran%C3%A7ois-Mitterrand.jpg,"48.8297, 2.37667"
http://www.wikidata.org/entity/Q3211751,La Pluie de citations,La Pluie de citations-Jean-Christophe Bailly,Jean-Christophe Bailly,1998,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%A9daillon%20de%20citation%20de%20Benjamin%2C%20m%C3%A9tro%20de%20Paris%20ligne%2014%2C%20station%20Biblioth%C3%A8que%20Fran%C3%A7ois-Mitterrand.jpg,"48.8297, 2.37667"
http://www.wikidata.org/entity/Q3212087,La Quatrième Pomme,La Quatrième Pomme-Émile Derré,Émile Derré,2011,,"48.8845, 2.3298"
http://www.wikidata.org/entity/Q3212087,La Quatrième Pomme,La Quatrième Pomme-Franck Scurti,Franck Scurti,2011,,"48.8845, 2.3298"
http://www.wikidata.org/entity/Q23646412,La Réconciliation,La Réconciliation-Élie-Jean Vézien,Élie-Jean Vézien,1935,http://commons.wikimedia.org/wiki/Special:FilePath/Square%20Saint-Laurent%20%40%20Paris%20%2833885640156%29.jpg,"48.8746, 2.3584"
http://www.wikidata.org/entity/Q18168648,La Renommée au combat,La Renommée au combat-Pierre Granet,Pierre Granet,1890,http://commons.wikimedia.org/wiki/Special:FilePath/Golden%20statue%20on%20Pont%20Alexandre%20III%201.jpg,"48.863014, 2.313625"
http://www.wikidata.org/entity/Q18168650,La Renommée de l'agriculture,La Renommée de l'agriculture-Emmanuel Frémiet,Emmanuel Frémiet,,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20Alexandre%20III%20-%20Detail%20%281%29.jpg,"48.864211111, 2.3131"
http://www.wikidata.org/entity/Q18168649,La Renommée de la guerre,La Renommée de la guerre-Léopold Steiner,Léopold Steiner,,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20Alex%20III%20P%C3%A9gase%20aval%20gauche.jpg,"48.863088888, 2.3133"
http://www.wikidata.org/entity/Q18168651,La Renommée des arts,La Renommée des arts-Emmanuel Frémiet,Emmanuel Frémiet,,http://commons.wikimedia.org/wiki/Special:FilePath/Golden%20statue%20on%20Pont%20Alexandre%20III%202.jpg,"48.864211111, 2.3138"
http://www.wikidata.org/entity/Q18168652,La Renommée retenant Pégase,La Renommée retenant Pégase-Eugène-Louis Lequesne,Eugène-Louis Lequesne,1868,http://commons.wikimedia.org/wiki/Special:FilePath/Pegasus%20Lequesne%20Palais%20Garnier.jpg,"48.872, 2.3314"
http://www.wikidata.org/entity/Q16303789,La République,La République-Jean-François Soitoux,Jean-François Soitoux,1850,http://commons.wikimedia.org/wiki/Special:FilePath/Republique-Soitoux.JPG,"48.8578, 2.3359"
http://www.wikidata.org/entity/Q16941175,La République,La République-Léopold Morice,Léopold Morice,1883,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20%C3%A0%20la%20R%C3%A9publique%20Paris%2010e%20001.jpg,"48.867524, 2.363829"
http://www.wikidata.org/entity/Q23608158,La Rivière,La Rivière-Boris Lejeune,Boris Lejeune,1989,,"48.8815, 2.2908"
http://www.wikidata.org/entity/Q3212678,La Sainte Catherine,La Sainte Catherine-Julien Lorieux,Julien Lorieux,1908,http://commons.wikimedia.org/wiki/Special:FilePath/A%20l%27ouvriere%20parisienne.jpg,"48.876944444, 2.346388888"
http://www.wikidata.org/entity/Q23389065,La Santé publique triomphant de la maladie,La Santé publique triomphant de la maladie-Carlo Sarrabezolles,Carlo Sarrabezolles,1938,,"48.8285, 2.3592"
http://www.wikidata.org/entity/Q23456343,La Science,La Science-Jules Coutan,Jules Coutan,1906,,"48.8556, 2.2877"
http://www.wikidata.org/entity/Q25915500,La Science en marche en dépit de l'Ignorance,La Science en marche en dépit de l'Ignorance-Victor Peter,Victor Peter,,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Science%20en%20marche%20en%20d%C3%A9pit%20de%20l%E2%80%99Ignorance%20par%20Victor%20Peter%2C%20Paris%202011.jpg,"48.8663, 2.3105"
http://www.wikidata.org/entity/Q23641894,La Seine,La Seine-Gérard Choain,Gérard Choain,,,"48.8645, 2.3025"
http://www.wikidata.org/entity/Q18191160,La Source et le Ruisseau,La Source et le Ruisseau-Émile-François Chatrousse,Émile-François Chatrousse,1869,,
http://www.wikidata.org/entity/Q23639911,La Spirale,La Spirale-Alexander Calder,Alexander Calder,1958,,"48.8493, 2.3059"
http://www.wikidata.org/entity/Q23638018,La Station,La Station-Anita Molinero,Anita Molinero,,,"48.8975, 2.3862"
http://www.wikidata.org/entity/Q3213106,La Terre,La Terre-Chantal Blanchy,Chantal Blanchy,1998,,"48.8688, 2.39406"
http://www.wikidata.org/entity/Q3213193,La Tour d'exercice,La Tour d'exercice-Wang Du,Wang Du,2008,,"48.8844, 2.28917"
http://www.wikidata.org/entity/Q18145894,Laure de Noves,Laure de Noves-Auguste Ottin,Auguste Ottin,1848,http://commons.wikimedia.org/wiki/Special:FilePath/Laure%20de%20Noves%20JdL.JPG,"48.84583, 2.33641"
http://www.wikidata.org/entity/Q23639899,La Victoire,La Victoire-Antoine Bourdelle,Antoine Bourdelle,1920,,"48.8596, 2.3265"
http://www.wikidata.org/entity/Q23459764,La Ville de Paris,La Ville de Paris-Jean-Antoine Injalbert,Jean-Antoine Injalbert,1896,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20mirabeau%20injalbert%20ville%20de%20paris.jpg,"48.847, 2.2751"
http://www.wikidata.org/entity/Q23593295,La Vision du poète,La Vision du poète-Georges Bareau,Georges Bareau,1902,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Bareau%20Vision%20du%20poete%20Ranelagh.jpg,"48.86167, 2.268052"
http://www.wikidata.org/entity/Q3220549,Le Botteleur,Le Botteleur-Jacques Perrin,Jacques Perrin,1888,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Botteleur%20J%20Perrin%20A.jpg,"48.862, 2.37904"
http://www.wikidata.org/entity/Q18168643,Le Cavalier arabe,Le Cavalier arabe-Jean-Jacques Feuchère,Jean-Jacques Feuchère,1853,http://commons.wikimedia.org/wiki/Special:FilePath/Cavalier%20arabe%20pont%20d%27Iena%20RD%20am.jpg,"48.8604, 2.2915"
http://www.wikidata.org/entity/Q18168644,Le Cavalier gaulois,Le Cavalier gaulois-Auguste Préault,Auguste Préault,1853,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20cavalier%20gaulois%2C%20par%20Auguste%20Pr%C3%A9ault.jpg,"48.8594, 2.293"
http://www.wikidata.org/entity/Q18168645,Le Cavalier grec,Le Cavalier grec-François Théodore Devaulx,François Théodore Devaulx,1853,http://commons.wikimedia.org/wiki/Special:FilePath/Cavalier%20Grec%20pont%20d%27Iena%20RD%20av.jpg,"48.8602, 2.2911"
http://www.wikidata.org/entity/Q18168646,Le Cavalier romain,Le Cavalier romain-Louis-Joseph Daumas,Louis-Joseph Daumas,1853,http://commons.wikimedia.org/wiki/Special:FilePath/Guerrier%20romain%20par%20Louis%20Daumas%2C%20September%2024%2C%202011.jpg,"48.8592, 2.2927"
http://www.wikidata.org/entity/Q2377453,Le Centaure,Le Centaure-César,César,1983,http://commons.wikimedia.org/wiki/Special:FilePath/P1090221%20Paris%20VI%20place%20Michel-Debr%C3%A9%20rwk.JPG,"48.8519, 2.32944"
http://www.wikidata.org/entity/Q61782222,Le Charmeur de serpent,Le Charmeur de serpent-Charles-Arthur Bourgeois,Charles-Arthur Bourgeois,1864,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Charmeur%20serpent%20Arthur%20Bourgeois%201862%20JdP%20Paris%2022septembre2013.jpg,"48.845341, 2.35911"
http://www.wikidata.org/entity/Q21081476,Le chasseur de crocodiles,Le chasseur de crocodiles-Charles-Arthur Bourgeois,Charles-Arthur Bourgeois,1883,http://commons.wikimedia.org/wiki/Special:FilePath/Statue%20Chasseur%20crocodile%20Arthur%20Bourgeois%201886%20JdP%20Paris%2022septembre2013.jpg,"48.843876, 2.359657"
http://www.wikidata.org/entity/Q3221171,Le Cheval,Le Cheval-Michel Charpentier,Michel Charpentier,1994,,"48.8417, 2.35664"
http://www.wikidata.org/entity/Q18168653,Le Cheval à la herse,Le Cheval à la herse-Antoine Durenne,Antoine Durenne,1878,http://commons.wikimedia.org/wiki/Special:FilePath/In%20front%20of%20dOrsay.JPG,"48.8605, 2.3251"
http://www.wikidata.org/entity/Q18168653,Le Cheval à la herse,Le Cheval à la herse-Pierre Louis Rouillard,Pierre Louis Rouillard,1878,http://commons.wikimedia.org/wiki/Special:FilePath/In%20front%20of%20dOrsay.JPG,"48.8605, 2.3251"
http://www.wikidata.org/entity/Q18168654,Le Combat du Centaure,Le Combat du Centaure-Gustave Crauk,Gustave Crauk,1900,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%2006%20-%20Crauk%20combat%2001.jpg,"48.8506, 2.3322"
http://www.wikidata.org/entity/Q23459743,Le Commerce,Le Commerce-Jean-Antoine Injalbert,Jean-Antoine Injalbert,1896,http://commons.wikimedia.org/wiki/Special:FilePath/Pont%20mirabeau%20injalbert%20commerce.jpg,"48.8463, 2.2761"
http://www.wikidata.org/entity/Q18191168,Leconte de Lisle,Leconte de Lisle-Denys Puech,Denys Puech,1898,http://commons.wikimedia.org/wiki/Special:FilePath/Monument%20De%20Lisle.jpg,"48.8472, 2.3396"
http://www.wikidata.org/entity/Q18199071,Le Crépuscule,Le Crépuscule-Gustave Crauk,Gustave Crauk,,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Cr%C3%A9puscule%2C%20Jardin%20Marco-Polo%2C%20Paris%20001.jpg,"48.8428, 2.3369"
http://www.wikidata.org/entity/Q3221933,"Le Cri, l'Écrit","Le Cri, l'Écrit-Fabrice Hybert",Fabrice Hybert,2007,http://commons.wikimedia.org/wiki/Special:FilePath/Sculpture%20au%20Jardin%20du%20Luxembourg%20-%20Hommage%20aux%20esclaves.jpg,"48.8462, 2.3391"
http://www.wikidata.org/entity/Q18191162,Le Faune dansant,Le Faune dansant-Eugène-Louis Lequesne,Eugène-Louis Lequesne,1851,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%2006%20-%20Faune%2001.jpg,"48.8476, 2.3398"
http://www.wikidata.org/entity/Q15726563,Le Génie de la Liberté,Le Génie de la Liberté-Auguste Dumont,Auguste Dumont,1836,http://commons.wikimedia.org/wiki/Special:FilePath/Genius%20of%20Liberty%20Dumont%20July%20Column.jpg,"48.8532, 2.36917"
http://www.wikidata.org/entity/Q18168587,Le Gladiateur à cheval,Le Gladiateur à cheval-Isidore Bonheur,Isidore Bonheur,1902,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9gionnaire%20%C3%A0%20cheval%20Sainte-Anne%20Paris.jpg,"48.8285, 2.3401"
http://www.wikidata.org/entity/Q3223122,Le Globe symbolique,Le Globe symbolique-Erik Reitzel,Erik Reitzel,,,"48.8494, 2.30483"
http://www.wikidata.org/entity/Q23313221,Le Grand Dialogue,Le Grand Dialogue-Alicia Penalba,Alicia Penalba,,,"48.8388, 2.4423"
http://www.wikidata.org/entity/Q23448342,Le Guet,Le Guet-Victorien Tournier,Victorien Tournier,1902,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Guet%20by%20Victor%20Tournier%2C%20H%C3%B4pital%20Sainte-Anne%2002%20%282%29.jpg,"48.8293, 2.3409"
http://www.wikidata.org/entity/Q23641918,Le Jeune Faune,Le Jeune Faune-Félix Charpentier,Félix Charpentier,,http://commons.wikimedia.org/wiki/Special:FilePath/Parc%20Monceau%2020060812%2039.jpg,"48.88, 2.3114"
http://www.wikidata.org/entity/Q23641924,Le Joueur de billes,Le Joueur de billes-Charles Joseph Lenoir,Charles Joseph Lenoir,,http://commons.wikimedia.org/wiki/Special:FilePath/Parc%20Monceau%2020060812%2031.jpg,"48.8797, 2.3106"
http://www.wikidata.org/entity/Q18199070,Le Jour,Le Jour-Jean-Joseph Perraud,Jean-Joseph Perraud,,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Jour%2C%20Jardin%20Marco-Polo%2C%20Paris%20004.jpg,"48.8422, 2.3369"
http://www.wikidata.org/entity/Q3209185,Le Labyrinthe,Le Labyrinthe-François Stahly,François Stahly,1966,,"48.8481, 2.35639"
http://www.wikidata.org/entity/Q18191163,Le Lion de Nubie et sa proie,Le Lion de Nubie et sa proie-Auguste Cain,Auguste Cain,1870,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Lion%20de%20Nubie%20et%20sa%20proie%20by%20Auguste%20Cain%2C%20Paris%202012%2004.jpg,"48.8449, 2.3363"
http://www.wikidata.org/entity/Q18191165,Le Marchand de masques,Le Marchand de masques-Zacharie Astruc,Zacharie Astruc,1883,http://commons.wikimedia.org/wiki/Special:FilePath/Masques05.JPG,"48.8462, 2.3383"
http://www.wikidata.org/entity/Q23639903,Le Messager,Le Messager-Ossip Zadkine,Ossip Zadkine,,,"48.8628, 2.3099"
http://www.wikidata.org/entity/Q3224700,Le Monde en marche,Le Monde en marche-Brian Eno,Brian Eno,2008,,"48.8768, 2.35929"
http://www.wikidata.org/entity/Q3224700,Le Monde en marche,Le Monde en marche-Fabien Chalon,Fabien Chalon,2008,,"48.8768, 2.35929"
http://www.wikidata.org/entity/Q3224700,Le Monde en marche,Le Monde en marche-J. Peter Schwalm,J. Peter Schwalm,2008,,"48.8768, 2.35929"
http://www.wikidata.org/entity/Q23384803,Le Mystère,Le Mystère-Léonardo Delfino,Léonardo Delfino,1990,,"48.8291, 2.3652"
http://www.wikidata.org/entity/Q23646418,Léon Blum,Léon Blum-Philippe Garel,Philippe Garel,1984,http://commons.wikimedia.org/wiki/Special:FilePath/L%C3%A9on%20Blum%20Meurisse%20b%201927.jpg,"48.8583, 2.3799"
http://www.wikidata.org/entity/Q23608249,Léon Dierx,Léon Dierx-Léopold de Bony de Lavergne,Léopold de Bony de Lavergne,1932,http://commons.wikimedia.org/wiki/Special:FilePath/Square%20des%20Batignolles%2020060815%2030.jpg,"48.8877, 2.3159"
http://www.wikidata.org/entity/Q23593828,Léon Tolstoï,Léon Tolstoï-Akop Gurdjan,Akop Gurdjan,1955,,
http://www.wikidata.org/entity/Q23637009,Le Passe-muraille,Le Passe-muraille-Jean Marais,Jean Marais,1989,http://commons.wikimedia.org/wiki/Special:FilePath/Catacombes%20de%20Paris%20-%20le%20passe-muraille%201.jpg,"48.8876, 2.338"
http://www.wikidata.org/entity/Q23638005,Le Plongeon,Le Plongeon-Xavier Veilhan,Xavier Veilhan,2007,,"48.8807, 2.3781"
http://www.wikidata.org/entity/Q18191166,Le Poète,Le Poète-Ossip Zadkine,Ossip Zadkine,,,"48.8454, 2.3342"
http://www.wikidata.org/entity/Q18168590,Le Poète chevauchant Pégase,Le Poète chevauchant Pégase-Alexandre Falguière,Alexandre Falguière,1897,http://commons.wikimedia.org/wiki/Special:FilePath/Pegase.jpeg,"48.8718, 2.3291"
http://www.wikidata.org/entity/Q3225750,Le Poisson,Le Poisson-François-Xavier Lalanne,François-Xavier Lalanne,1994,,"48.8417, 2.35672"
http://www.wikidata.org/entity/Q3225815,Le Porteur de viande,Le Porteur de viande-Albert Bouquillon,Albert Bouquillon,1991,,"48.8314, 2.29889"
http://www.wikidata.org/entity/Q23459517,Le Printemps,Le Printemps-Paul Manaut,Paul Manaut,1932,http://commons.wikimedia.org/wiki/Special:FilePath/Square%20du%20Docteur%20Calmette%20%40%20Paris%20%2831845438775%29.jpg,
http://www.wikidata.org/entity/Q23593428,Le Printemps,Le Printemps-Paul Niclausse,Paul Niclausse,1937,,
http://www.wikidata.org/entity/Q23385498,Le Retour du fils prodigue,Le Retour du fils prodigue-Ossip Zadkine,Ossip Zadkine,1964,,"48.8321, 2.3555"
http://www.wikidata.org/entity/Q23641903,Le Rêve du Poète,Le Rêve du Poète-Alphonse Emmanuel de Moncel de Perrin,Alphonse Emmanuel de Moncel de Perrin,1910,http://commons.wikimedia.org/wiki/Special:FilePath/Jardin%20de%20la%20vall%C3%A9e%20suisse%20-%20Le%20R%C3%AAve%20du%20Po%C3%A8te%20%282%29.jpg,"48.8653, 2.311"
http://www.wikidata.org/entity/Q23639900,Les Ailes de l'Aurore,Les Ailes de l'Aurore-Antoine Poncet,Antoine Poncet,1994,,"48.8587, 2.3225"
http://www.wikidata.org/entity/Q23608105,Les Arbres,Les Arbres-Boris Lejeune,Boris Lejeune,1988,,"48.8822, 2.292"
http://www.wikidata.org/entity/Q23608140,Les Champs,Les Champs-Boris Lejeune,Boris Lejeune,1989,,"48.8792, 2.2866"
http://www.wikidata.org/entity/Q23593464,Les Connaissances Humaines,Les Connaissances Humaines-Raymond Delamarre,Raymond Delamarre,1937,,
http://www.wikidata.org/entity/Q3232366,Les Enfants du Monde,Les Enfants du Monde-Rachid Khimoune,Rachid Khimoune,2001,,"48.8361, 2.37944"
http://www.wikidata.org/entity/Q23638012,Les Fourmis,Les Fourmis-Peter Kogler,Peter Kogler,,http://commons.wikimedia.org/wiki/Special:FilePath/Place%20de%20la%20Porte-de-Pantin%20%28Paris%29%20-%2001.jpg,"48.8895, 2.3963"
http://www.wikidata.org/entity/Q18191167,Le Silence,Le Silence-Guillaume Berthelot,Guillaume Berthelot,,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Silence%20by%20Guillaume%20Berthelot%2C%20Paris%202011.jpg,"48.8485, 2.3381"
http://www.wikidata.org/entity/Q23593478,Les Jardins,Les Jardins-Robert Couturier,Robert Couturier,1937,,
http://www.wikidata.org/entity/Q23418743,Les Naufragés,Les Naufragés-Antoine Étex,Antoine Étex,1859,http://commons.wikimedia.org/wiki/Special:FilePath/Parc%20Montsouris%20statue%2011.JPG,"48.8222, 2.3396"
http://www.wikidata.org/entity/Q23593388,Les Oiseaux,Les Oiseaux-Lucien Brasseur,Lucien Brasseur,1937,,
http://www.wikidata.org/entity/Q3234796,Les Poings d'eau,Les Poings d'eau-Pascale Marthine Tayou,Pascale Marthine Tayou,2012,,"48.8564, 2.4098"
http://www.wikidata.org/entity/Q16303806,Les Rochers dans le ciel,Les Rochers dans le ciel-Didier Marcel,Didier Marcel,2012,,"48.8259, 2.38145"
http://www.wikidata.org/entity/Q3235705,Les Taureaux,Les Taureaux-Isidore Bonheur,Isidore Bonheur,1865,http://commons.wikimedia.org/wiki/Special:FilePath/Taureau%20Isidore%20Bonheur.jpg,"48.8314, 2.29889"
http://www.wikidata.org/entity/Q18191170,Les Trois Grâces,Les Trois Grâces-Marthe Baumel-Schwenck,Marthe Baumel-Schwenck,,,"48.8485, 2.3352"
http://www.wikidata.org/entity/Q3236018,Les Vautours,Les Vautours-Louis de Monard,Louis de Monard,1930,http://commons.wikimedia.org/wiki/Special:FilePath/Square%20des%20Batignolles%2020060815%2047.jpg,"48.8879, 2.31582"
http://www.wikidata.org/entity/Q23608168,Les Vignes,Les Vignes-Boris Lejeune,Boris Lejeune,1989,,"48.8792, 2.2868"
http://www.wikidata.org/entity/Q3227957,Le Téléphone,Le Téléphone-Frank Gehry,Frank Gehry,,,"48.8392, 2.26828"
http://www.wikidata.org/entity/Q3227957,Le Téléphone,Le Téléphone-Sophie Calle,Sophie Calle,,,"48.8392, 2.26828"
http://www.wikidata.org/entity/Q23456376,Le Travail,Le Travail-Jules Coutan,Jules Coutan,1906,,"48.8557, 2.2876"
http://www.wikidata.org/entity/Q3227834,Le Triomphe de la République,Le Triomphe de la République-Georges Gardet,Georges Gardet,1899,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20triomphe%20de%20la%20R%C3%A9publique%2C%20Place%20de%20la%20Nation%20Paris%20Aim%C3%A9%20Jules%20Dalou.JPG,"48.8484, 2.39594"
http://www.wikidata.org/entity/Q3227834,Le Triomphe de la République,Le Triomphe de la République-Jules Dalou,Jules Dalou,1899,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20triomphe%20de%20la%20R%C3%A9publique%2C%20Place%20de%20la%20Nation%20Paris%20Aim%C3%A9%20Jules%20Dalou.JPG,"48.8484, 2.39594"
http://www.wikidata.org/entity/Q23641890,Le Voilage,Le Voilage-Alexander Bourganov,Alexander Bourganov,2006,,
http://www.wikidata.org/entity/Q23313249,Ligne-volume,Ligne-volume-Yaacov Agam,Yaacov Agam,,,"48.8385, 2.4431"
http://www.wikidata.org/entity/Q24800163,Lille,Lille-Charles-François Lebœuf,Charles-François Lebœuf,1860,http://commons.wikimedia.org/wiki/Special:FilePath/Gare%20du%20Nord%20%C3%A0%20Paris%20le%2017%20juillet%202015%20-%2016.jpg,"48.880088, 2.354837"
http://www.wikidata.org/entity/Q23641881,Lille,Lille-James Pradier,James Pradier,1838,http://commons.wikimedia.org/wiki/Special:FilePath/Lille%20Concorde.jpg,"48.8662, 2.3227"
http://www.wikidata.org/entity/Q18191172,Lion,Lion-Jean Baptiste Henraux,Jean Baptiste Henraux,,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%20Jardin%20Luxembourg%20Lion%202014.jpg,"48.8457, 2.3375"
http://www.wikidata.org/entity/Q23448498,Lion couché,Lion couché-anonyme,anonyme,1900,http://commons.wikimedia.org/wiki/Special:FilePath/Lion%20couch%C3%A9%2C%20H%C3%B4pital%20Sainte-Anne%2001.jpg,"48.8294, 2.3406"
http://www.wikidata.org/entity/Q3241785,Lion de Belfort,Lion de Belfort-Auguste Bartholdi,Auguste Bartholdi,1880,http://commons.wikimedia.org/wiki/Special:FilePath/Lion%20de%20Belfort%2C%20Paris%207%20September%202020.jpg,"48.8344, 2.33245"
http://www.wikidata.org/entity/Q18191175,Louis David,Louis David-Jean-Baptiste Hugues,Jean-Baptiste Hugues,1888,http://commons.wikimedia.org/wiki/Special:FilePath/Paris%202010%20le%20c%C3%B4t%C3%A9%20du%20mus%C3%A9e%20du%20Luxembourg.jpg,"48.8483, 2.3338"
http://www.wikidata.org/entity/Q18145896,Louise de Savoie,Louise de Savoie-Auguste Clésinger,Auguste Clésinger,1851,http://commons.wikimedia.org/wiki/Special:FilePath/Louise%20de%20Savoie%20JdL.JPG,"48.8459, 2.33788"
http://www.wikidata.org/entity/Q18191176,Louis Ratisbonne,Louis Ratisbonne-Émile Soldi-Colbert,Émile Soldi-Colbert,,http://commons.wikimedia.org/wiki/Special:FilePath/Louis%20Ratisbonne%20par%20%C3%89mile%20Soldi%2C%20Paris%202011.jpg,"48.8451, 2.3346"
http://www.wikidata.org/entity/Q23714159,Louis XIV,Louis XIV-Martin Desjardins,Martin Desjardins,1686,http://commons.wikimedia.org/wiki/Special:FilePath/Louis-xiv-lebrunl.jpg,
